date,he,coal,gas,hydro,nuclear,other,wind
2012-02-09,21,0.273984,0.523475,0.692033,0.802974,0.395486,0.869763
2012-02-09,22,0.236704,0.498894,0.620297,0.865137,0.399844,0.876653
2012-02-09,23,0.231498,0.431985,0.526112,0.865645,0.399844,0.847807
2012-02-09,24,0.232426,0.387239,0.431554,0.865383,0.376734,0.833788
2012-02-10,1,0.204059,0.357358,0.399210,0.802715,0.368563,0.823057
2012-02-10,2,0.166498,0.311189,0.419621,0.802927,0.365904,0.788923
2012-02-10,3,0.156815,0.297977,0.417072,0.865660,0.368563,0.733552
2012-02-10,4,0.158460,0.309276,0.389463,0.865260,0.368563,0.756874
2012-02-10,5,0.164542,0.364166,0.374295,0.802525,0.367495,0.757469
2012-02-10,6,0.154453,0.396066,0.437411,0.800739,0.371853,0.688646
2012-02-10,7,0.198688,0.482847,0.588168,0.862573,0.392742,0.609396
2012-02-10,8,0.280620,0.522830,0.644924,0.863053,0.394502,0.540289
2012-02-10,9,0.308398,0.522859,0.647650,0.863754,0.390859,0.531576
2012-02-10,10,0.281103,0.513692,0.666084,0.863712,0.394502,0.588479
2012-02-10,11,0.289557,0.512340,0.678730,0.863441,0.401981,0.590558
2012-02-10,12,0.272641,0.513689,0.631593,0.801410,0.404118,0.590680
2012-02-10,13,0.271739,0.509222,0.603417,0.863403,0.404118,0.618105
2012-02-10,14,0.274561,0.506867,0.626766,0.801344,0.404118,0.582642
2012-02-10,15,0.277360,0.508038,0.614086,0.863954,0.404748,0.568766
2012-02-10,16,0.340163,0.537247,0.579501,0.863803,0.401458,0.531503
2012-02-10,17,0.392564,0.538037,0.594313,0.864122,0.404118,0.547878
2012-02-10,18,0.485686,0.543591,0.690477,0.802877,0.404118,0.565004
2012-02-10,19,0.509000,0.596222,0.695189,0.803732,0.407407,0.562543
2012-02-10,20,0.435993,0.572325,0.656029,0.803660,0.408476,0.577371
2012-02-10,21,0.402285,0.569575,0.642668,0.865726,0.389369,0.584339
2012-02-10,22,0.304892,0.557310,0.588689,0.865501,0.398607,0.590485
2012-02-10,23,0.256622,0.505025,0.480940,0.865232,0.404118,0.571339
2012-02-10,24,0.207170,0.486243,0.402951,0.865923,0.449732,0.567487
2012-02-11,1,0.172954,0.399069,0.373946,0.865642,0.323141,0.654883
2012-02-11,2,0.162194,0.348853,0.379965,0.865563,0.325800,0.713488
2012-02-11,3,0.165300,0.343959,0.377494,0.866242,0.327391,0.746936
2012-02-11,4,0.162418,0.353116,0.367883,0.865686,0.320458,0.755951
2012-02-11,5,0.162652,0.386871,0.337110,0.865104,0.322072,0.784753
2012-02-11,6,0.161950,0.379710,0.400930,0.864831,0.323663,0.824027
2012-02-11,7,0.169553,0.422348,0.470723,0.863161,0.322595,0.838265
2012-02-11,8,0.210653,0.454381,0.499542,0.863045,0.313778,0.816631
2012-02-11,9,0.313606,0.483914,0.529763,0.863495,0.300809,0.810815
2012-02-11,10,0.265321,0.522492,0.607737,0.862886,0.300809,0.805397
2012-02-11,11,0.396695,0.547770,0.626586,0.863089,0.304757,0.804043
2012-02-11,12,0.350586,0.550808,0.575668,0.862940,0.307252,0.824629
2012-02-11,13,0.308506,0.549566,0.596672,0.863494,0.322050,0.782858
2012-02-11,14,0.255997,0.525812,0.587190,0.863448,0.321527,0.753052
2012-02-11,15,0.256095,0.513459,0.559232,0.863244,0.318322,0.731624
2012-02-11,16,0.229460,0.513966,0.537214,0.867738,0.318844,0.768495
2012-02-11,17,0.274482,0.553849,0.581898,0.868649,0.318844,0.743202
2012-02-11,18,0.382550,0.619525,0.665481,0.868051,0.316185,0.658139
2012-02-11,19,0.625903,0.652588,0.648793,0.869028,0.318322,0.658633
2012-02-11,20,0.568715,0.642853,0.621178,0.869410,0.323118,0.640260
2012-02-11,21,0.462206,0.621556,0.633231,0.868321,0.320458,0.578860
2012-02-11,22,0.313736,0.608032,0.588006,0.868721,0.320458,0.626826
2012-02-11,23,0.234448,0.554128,0.510952,0.868818,0.319390,0.717030
2012-02-11,24,0.206175,0.524590,0.430811,0.868352,0.319390,0.719832
2012-02-12,1,0.188509,0.406694,0.387990,0.869139,0.319390,0.744514
2012-02-12,2,0.183358,0.358089,0.422919,0.869258,0.319390,0.751299
2012-02-12,3,0.226416,0.342223,0.377334,0.869513,0.320458,0.669590
2012-02-12,4,0.224535,0.353390,0.361960,0.869789,0.322050,0.703124
2012-02-12,5,0.192724,0.366129,0.353405,0.869816,0.319390,0.780921
2012-02-12,6,0.180093,0.371123,0.414147,0.870135,0.317799,0.824346
2012-02-12,7,0.179861,0.375258,0.456469,0.869777,0.319390,0.799621
2012-02-12,8,0.181041,0.403827,0.534345,0.869820,0.319390,0.795293
2012-02-12,9,0.210396,0.416886,0.556127,0.870057,0.318322,0.791430
2012-02-12,10,0.277519,0.439450,0.613475,0.869861,0.318322,0.812101
2012-02-12,11,0.280883,0.441533,0.586562,0.869628,0.320981,0.804507
2012-02-12,12,0.328040,0.457028,0.580121,0.869892,0.320981,0.712515
2012-02-12,13,0.345899,0.480495,0.548268,0.870017,0.319913,0.706010
2012-02-12,14,0.233564,0.492771,0.596072,0.870133,0.317253,0.713862
2012-02-12,15,0.241944,0.503176,0.575473,0.871941,0.319913,0.691748
2012-02-12,16,0.266594,0.515652,0.548401,0.870629,0.317253,0.647422
2012-02-12,17,0.308359,0.527840,0.583127,0.870934,0.317253,0.650025
2012-02-12,18,0.415983,0.542383,0.664645,0.871532,0.317253,0.600141
2012-02-12,19,0.421731,0.551133,0.654483,0.869795,0.318322,0.625916
2012-02-12,20,0.429773,0.559078,0.680271,0.869724,0.318322,0.711241
2012-02-12,21,0.381717,0.554675,0.655000,0.868999,0.318322,0.809392
2012-02-12,22,0.369290,0.576411,0.594279,0.869086,0.318322,0.855061
2012-02-12,23,0.299179,0.552059,0.509832,0.868777,0.318322,0.872889
2012-02-12,24,0.194431,0.447942,0.454509,0.869659,0.318322,0.835432
2012-02-13,1,0.195217,0.413106,0.427748,0.869368,0.320981,0.823734
2012-02-13,2,0.266781,0.376326,0.434171,0.869260,0.319913,0.835959
2012-02-13,3,0.230432,0.395365,0.365292,0.869170,0.346858,0.843613
2012-02-13,4,0.240462,0.378163,0.341996,0.869159,0.351216,0.822984
2012-02-13,5,0.208243,0.413924,0.343456,0.806325,0.354506,0.786570
2012-02-13,6,0.199956,0.490406,0.395582,0.805543,0.355574,0.748533
2012-02-13,7,0.312296,0.566541,0.520897,0.805741,0.365443,0.725311
2012-02-13,8,0.421671,0.598583,0.621003,0.868240,0.392827,0.709540
2012-02-13,9,0.396261,0.586536,0.643989,0.805941,0.391758,0.671337
2012-02-13,10,0.361145,0.577058,0.666993,0.805618,0.392827,0.604719
2012-02-13,11,0.380176,0.579439,0.654694,0.806054,0.391758,0.557290
2012-02-13,12,0.360021,0.575180,0.614321,0.805944,0.396639,0.585151
2012-02-13,13,0.285569,0.569632,0.603683,0.805163,0.390690,0.597955
2012-02-13,14,0.252360,0.542400,0.596167,0.805259,0.390690,0.590288
2012-02-13,15,0.242180,0.540056,0.576600,0.805642,0.390690,0.626222
2012-02-13,16,0.234211,0.546269,0.544374,0.805524,0.389622,0.644044
2012-02-13,17,0.239373,0.554080,0.607675,0.867980,0.391843,0.652070
2012-02-13,18,0.279016,0.598533,0.694553,0.805562,0.392911,0.662310
2012-02-13,19,0.395483,0.627273,0.700953,0.805831,0.397707,0.646175
2012-02-13,20,0.479368,0.645839,0.667033,0.806522,0.397707,0.639563
2012-02-13,21,0.496450,0.667820,0.643809,0.806595,0.395048,0.656548
2012-02-13,22,0.462377,0.665903,0.607686,0.806848,0.395048,0.576933
2012-02-13,23,0.373506,0.622514,0.506445,0.806715,0.398253,0.530558
2012-02-13,24,0.337190,0.533020,0.437756,0.806556,0.370346,0.508582
2012-02-14,1,0.239780,0.397798,0.418637,0.806513,0.347180,0.482055
2012-02-14,2,0.231682,0.349888,0.419839,0.806787,0.350801,0.473485
2012-02-14,3,0.234111,0.329103,0.388345,0.806587,0.358779,0.449130
2012-02-14,4,0.237687,0.363368,0.360736,0.806941,0.359848,0.417919
2012-02-14,5,0.250076,0.400355,0.376102,0.807269,0.358779,0.338155
2012-02-14,6,0.259242,0.438790,0.432727,0.807100,0.366427,0.288218
2012-02-14,7,0.342544,0.508706,0.525947,0.806383,0.389453,0.304028
2012-02-14,8,0.393487,0.541603,0.584338,0.806455,0.394964,0.345481
2012-02-14,9,0.329151,0.543090,0.625235,0.806131,0.394964,0.321359
2012-02-14,10,0.367599,0.526071,0.648609,0.805854,0.412512,0.334810
2012-02-14,11,0.323407,0.518118,0.631010,0.805569,0.287512,0.327336
2012-02-14,12,0.374624,0.527160,0.592928,0.805409,0.411444,0.323513
2012-02-14,13,0.390257,0.538957,0.614056,0.805427,0.361764,0.324537
2012-02-14,14,0.458577,0.541867,0.598228,0.806759,0.413665,0.310174
2012-02-14,15,0.519675,0.542779,0.572489,0.806201,0.361764,0.280308
2012-02-14,16,0.486291,0.546887,0.535922,0.806263,0.287596,0.238514
2012-02-14,17,0.456040,0.563871,0.619834,0.806506,0.283239,0.218916
2012-02-14,18,0.557828,0.568978,0.690678,0.807130,0.285375,0.208041
2012-02-14,19,0.517373,0.566165,0.676668,0.807066,0.288665,0.196571
2012-02-14,20,0.444168,0.571531,0.637187,0.807206,0.288665,0.218645
2012-02-14,21,0.454006,0.588659,0.653702,0.807073,0.286444,0.233513
2012-02-14,22,0.369106,0.566330,0.594712,0.807218,0.285375,0.242181
2012-02-14,23,0.297450,0.493723,0.490611,0.807531,0.288665,0.242924
2012-02-14,24,0.267449,0.452435,0.374276,0.807763,0.276660,0.262118
2012-02-15,1,0.240532,0.363267,0.411505,0.807054,0.265723,0.282820
2012-02-15,2,0.221012,0.328325,0.364087,0.807368,0.262433,0.290536
2012-02-15,3,0.206008,0.316278,0.352756,0.807538,0.262433,0.289590
2012-02-15,4,0.189626,0.337304,0.332871,0.807367,0.261365,0.275481
2012-02-15,5,0.182616,0.360352,0.383071,0.807438,0.267944,0.276466
2012-02-15,6,0.183084,0.410455,0.414134,0.806893,0.271233,0.283609
2012-02-15,7,0.241276,0.456461,0.527811,0.806381,0.294175,0.303477
2012-02-15,8,0.301137,0.502127,0.575556,0.806376,0.302891,0.318347
2012-02-15,9,0.308511,0.496623,0.631162,0.806617,0.302891,0.306429
2012-02-15,10,0.307297,0.484969,0.612255,0.806252,0.302891,0.344512
2012-02-15,11,0.388193,0.472390,0.566753,0.806013,0.302891,0.395612
2012-02-15,12,0.403071,0.472446,0.554468,0.806134,0.302891,0.401178
2012-02-15,13,0.370307,0.473407,0.581577,0.806186,0.302891,0.418197
2012-02-15,14,0.378987,0.484161,0.561338,0.805572,0.302891,0.442641
2012-02-15,15,0.340511,0.471828,0.609845,0.805521,0.301823,0.404008
2012-02-15,16,0.390437,0.499808,0.573096,0.805343,0.302891,0.381407
2012-02-15,17,0.441625,0.520420,0.613362,0.806168,0.302891,0.317156
2012-02-15,18,0.605728,0.556069,0.682842,0.806213,0.302891,0.267697
2012-02-15,19,0.619404,0.529136,0.674407,0.806416,0.305112,0.257370
2012-02-15,20,0.584428,0.521264,0.644626,0.806168,0.305112,0.267852
2012-02-15,21,0.562455,0.516394,0.634696,0.806621,0.305112,0.280438
2012-02-15,22,0.356193,0.503734,0.598005,0.806139,0.305112,0.306782
2012-02-15,23,0.238278,0.474400,0.469842,0.805694,0.305112,0.322204
2012-02-15,24,0.218527,0.415077,0.383672,0.806147,0.278796,0.317489
2012-02-16,1,0.168672,0.365505,0.376759,0.806267,0.265639,0.317213
2012-02-16,2,0.157986,0.323812,0.348595,0.806023,0.264570,0.327773
2012-02-16,3,0.158921,0.310710,0.333877,0.869284,0.264570,0.356137
2012-02-16,4,0.162430,0.332098,0.301358,0.869089,0.264570,0.316724
2012-02-16,5,0.161713,0.344881,0.347468,0.807296,0.267860,0.297771
2012-02-16,6,0.173345,0.389387,0.406362,0.806618,0.271149,0.297393
2012-02-16,7,0.296950,0.424273,0.494157,0.806158,0.288665,0.310511
2012-02-16,8,0.365921,0.469409,0.511625,0.806108,0.302891,0.323399
2012-02-16,9,0.399806,0.464620,0.568982,0.806160,0.302891,0.327626
2012-02-16,10,0.372806,0.457761,0.583243,0.806179,0.302891,0.355719
2012-02-16,11,0.396947,0.461125,0.582916,0.806136,0.302891,0.379491
2012-02-16,12,0.462706,0.481433,0.569129,0.806810,0.306181,0.368310
2012-02-16,13,0.530025,0.483049,0.611529,0.807489,0.301823,0.336187
2012-02-16,14,0.523534,0.483938,0.539326,0.807318,0.302891,0.399245
2012-02-16,15,0.574935,0.484567,0.527510,0.869361,0.302891,0.334905
2012-02-16,16,0.530226,0.489229,0.550951,0.868846,0.302891,0.321077
2012-02-16,17,0.525618,0.504030,0.604841,0.868650,0.301823,0.414344
2012-02-16,18,0.491806,0.541662,0.647190,0.868732,0.301823,0.473155
2012-02-16,19,0.466265,0.539194,0.635682,0.931446,0.305112,0.562742
2012-02-16,20,0.426241,0.525565,0.637425,0.868784,0.304044,0.663403
2012-02-16,21,0.404142,0.519970,0.619386,0.869069,0.304044,0.713263
2012-02-16,22,0.408438,0.509568,0.555414,0.868754,0.357235,0.713977
2012-02-16,23,0.278431,0.471065,0.480093,0.868757,0.357235,0.668374
2012-02-16,24,0.158891,0.411200,0.413390,0.868187,0.330920,0.616401
2012-02-17,1,0.158891,0.355469,0.351714,0.868784,0.319983,0.607466
2012-02-17,2,0.162438,0.318712,0.312585,0.868637,0.321051,0.591629
2012-02-17,3,0.160355,0.314324,0.302888,0.868601,0.319983,0.575179
2012-02-17,4,0.159880,0.327665,0.320257,0.868233,0.319983,0.583403
2012-02-17,5,0.158189,0.343793,0.315861,0.868648,0.321051,0.616941
2012-02-17,6,0.161479,0.376739,0.348101,0.869909,0.321051,0.607262
2012-02-17,7,0.265977,0.428058,0.479940,0.806479,0.344077,0.556475
2012-02-17,8,0.268573,0.444674,0.576203,0.806644,0.357235,0.513023
2012-02-17,9,0.221418,0.440589,0.628086,0.806787,0.357235,0.517158
2012-02-17,10,0.205736,0.445274,0.615769,0.868807,0.357235,0.479038
2012-02-17,11,0.201698,0.448018,0.582213,0.806263,0.357235,0.545797
2012-02-17,12,0.225682,0.455981,0.608995,0.807027,0.358304,0.585255
2012-02-17,13,0.228037,0.459920,0.615541,0.807504,0.357235,0.601736
2012-02-17,14,0.241894,0.465537,0.563479,0.807190,0.358304,0.584117
2012-02-17,15,0.239727,0.479895,0.551361,0.807263,0.358304,0.512068
2012-02-17,16,0.202951,0.480755,0.595369,0.807314,0.358304,0.459046
2012-02-17,17,0.214225,0.517527,0.572235,0.807172,0.358304,0.300322
2012-02-17,18,0.236348,0.518935,0.650060,0.807337,0.358304,0.251216
2012-02-17,19,0.304869,0.548538,0.670266,0.807168,0.359372,0.308279
2012-02-17,20,0.236625,0.531218,0.667073,0.807479,0.359372,0.366392
2012-02-17,21,0.252837,0.539036,0.618496,0.807163,0.359372,0.354340
2012-02-17,22,0.205369,0.519028,0.580562,0.807049,0.359372,0.359499
2012-02-17,23,0.182095,0.471706,0.488282,0.807404,0.358304,0.398824
2012-02-17,24,0.195565,0.412687,0.442004,0.807404,0.306741,0.407717
2012-02-18,1,0.208522,0.373325,0.386146,0.807525,0.274914,0.443174
2012-02-18,2,0.158189,0.299327,0.339158,0.807716,0.393335,0.491210
2012-02-18,3,0.159110,0.284194,0.310565,0.807209,0.267267,0.482259
2012-02-18,4,0.161449,0.294532,0.320705,0.807138,0.266198,0.484893
2012-02-18,5,0.157238,0.310237,0.341635,0.807040,0.267267,0.492707
2012-02-18,6,0.156997,0.317866,0.363001,0.807212,0.265130,0.495975
2012-02-18,7,0.183724,0.329750,0.439291,0.807337,0.264062,0.499935
2012-02-18,8,0.242568,0.353055,0.522535,0.807413,0.266198,0.506300
2012-02-18,9,0.281383,0.367838,0.576531,0.807242,0.267267,0.502639
2012-02-18,10,0.263503,0.378197,0.622974,0.807460,0.266198,0.533792
2012-02-18,11,0.345458,0.389636,0.626539,0.807578,0.260857,0.570824
2012-02-18,12,0.378154,0.388333,0.636574,0.807576,0.262993,0.616951
2012-02-18,13,0.282219,0.381257,0.632878,0.807334,0.265130,0.741696
2012-02-18,14,0.295842,0.373983,0.574802,0.807141,0.266198,0.748123
2012-02-18,15,0.257381,0.358096,0.557544,0.806901,0.266198,0.743670
2012-02-18,16,0.253757,0.366487,0.579427,0.807308,0.386925,0.696493
2012-02-18,17,0.333407,0.370951,0.599603,0.806854,0.273930,0.602880
2012-02-18,18,0.437002,0.385264,0.687704,0.807360,0.276067,0.481878
2012-02-18,19,0.429763,0.398457,0.694740,0.807000,0.274999,0.375071
2012-02-18,20,0.442044,0.378821,0.697040,0.807363,0.278204,0.332328
2012-02-18,21,0.440243,0.370597,0.657282,0.807045,0.280340,0.324682
2012-02-18,22,0.406485,0.360287,0.601469,0.807168,0.280340,0.292651
2012-02-18,23,0.298491,0.361252,0.530403,0.806738,0.275983,0.294714
2012-02-18,24,0.229759,0.361082,0.453411,0.807090,0.277051,0.254962
2012-02-19,1,0.231163,0.354439,0.391926,0.807162,0.274914,0.235777
2012-02-19,2,0.200588,0.317687,0.334942,0.806966,0.275983,0.162871
2012-02-19,3,0.310446,0.304131,0.329164,0.806736,0.274914,0.143184
2012-02-19,4,0.181860,0.313777,0.319527,0.806540,0.274914,0.209475
2012-02-19,5,0.194621,0.323084,0.319402,0.806852,0.273846,0.209755
2012-02-19,6,0.207118,0.330570,0.336189,0.807038,0.273846,0.226583
2012-02-19,7,0.254234,0.362597,0.428309,0.806917,0.273846,0.213561
2012-02-19,8,0.218559,0.354021,0.501716,0.869540,0.274914,0.185342
2012-02-19,9,0.230484,0.374322,0.544044,0.869415,0.277135,0.187788
2012-02-19,10,0.225555,0.366666,0.582939,0.806801,0.278204,0.198101
2012-02-19,11,0.253252,0.390150,0.589675,0.807033,0.277135,0.200032
2012-02-19,12,0.261736,0.383504,0.621303,0.807083,0.277135,0.188250
2012-02-19,13,0.276723,0.400123,0.617426,0.806877,0.277135,0.199921
2012-02-19,14,0.262766,0.400289,0.594064,0.806752,0.351081,0.222439
2012-02-19,15,0.260928,0.424392,0.566728,0.869686,0.345739,0.241287
2012-02-19,16,0.227309,0.412683,0.599687,0.806951,0.346807,0.239816
2012-02-19,17,0.237415,0.420127,0.617698,0.807021,0.347875,0.256883
2012-02-19,18,0.305536,0.437192,0.642465,0.869765,0.348944,0.256706
2012-02-19,19,0.360118,0.456267,0.640200,0.807430,0.348944,0.257692
2012-02-19,20,0.344690,0.452568,0.640777,0.869857,0.351081,0.288379
2012-02-19,21,0.280614,0.435201,0.648306,0.807193,0.352149,0.299920
2012-02-19,22,0.331767,0.458624,0.600813,0.809552,0.352149,0.267391
2012-02-19,23,0.254314,0.448925,0.526291,0.809351,0.351081,0.235070
2012-02-19,24,0.189505,0.412413,0.441400,0.871437,0.279272,0.220694
2012-02-20,1,0.204801,0.383850,0.336465,0.871804,0.394404,0.148532
2012-02-20,2,0.211677,0.353540,0.316847,0.809019,0.393335,0.072370
2012-02-20,3,0.265170,0.325210,0.303687,0.871641,0.392267,0.067272
2012-02-20,4,0.202305,0.338492,0.313162,0.809504,0.277135,0.072717
2012-02-20,5,0.258544,0.340953,0.312361,0.809278,0.279272,0.141774
2012-02-20,6,0.324306,0.374404,0.336402,0.809354,0.286673,0.130899
2012-02-20,7,0.348659,0.423990,0.469224,0.808932,0.286673,0.066975
2012-02-20,8,0.373907,0.420151,0.525139,0.809111,0.303767,0.067635
2012-02-20,9,0.282782,0.428416,0.559348,0.809106,0.276294,0.064753
2012-02-20,10,0.214905,0.433084,0.575728,0.808786,0.274921,0.059891
2012-02-20,11,0.188056,0.430310,0.583627,0.871903,0.274921,0.111617
2012-02-20,12,0.200907,0.441331,0.611144,0.809548,0.319563,0.110437
2012-02-20,13,0.186336,0.415104,0.603222,0.809311,0.339023,0.136372
2012-02-20,14,0.192456,0.416285,0.558281,0.809309,0.342534,0.212829
2012-02-20,15,0.185635,0.412424,0.501899,0.809577,0.306209,0.228807
2012-02-20,16,0.186110,0.412125,0.565876,0.809091,0.302919,0.232272
2012-02-20,17,0.190042,0.411513,0.588910,0.809450,0.306209,0.236070
2012-02-20,18,0.249905,0.408121,0.633133,0.809698,0.302919,0.232831
2012-02-20,19,0.395616,0.464946,0.683022,0.809698,0.303988,0.237682
2012-02-20,20,0.440579,0.480791,0.681696,0.809821,0.300698,0.278584
2012-02-20,21,0.396356,0.476662,0.640407,0.809821,0.299630,0.314213
2012-02-20,22,0.290048,0.419675,0.568019,0.809500,0.301851,0.373891
2012-02-20,23,0.268743,0.405498,0.477683,0.809015,0.301767,0.442093
2012-02-20,24,0.169471,0.383995,0.421740,0.808675,0.301767,0.494686
2012-02-21,1,0.160128,0.366768,0.330626,0.809550,0.333593,0.545928
2012-02-21,2,0.159894,0.351826,0.309541,0.809745,0.338035,0.552600
2012-02-21,3,0.159894,0.338864,0.292843,0.809372,0.340172,0.574225
2012-02-21,4,0.159117,0.350063,0.310997,0.809693,0.340172,0.570429
2012-02-21,5,0.178344,0.364673,0.314974,0.809015,0.339103,0.529980
2012-02-21,6,0.303086,0.378392,0.370058,0.808717,0.338035,0.632194
2012-02-21,7,0.339392,0.396247,0.489083,0.808838,0.353414,0.735910
2012-02-21,8,0.420263,0.438740,0.586838,0.808711,0.375288,0.735267
2012-02-21,9,0.412001,0.446783,0.604582,0.809004,0.386224,0.724385
2012-02-21,10,0.404145,0.442670,0.608703,0.871079,0.386224,0.758999
2012-02-21,11,0.424444,0.446644,0.608559,0.808006,0.385156,0.816029
2012-02-21,12,0.439710,0.455358,0.585325,0.870655,0.385156,0.824783
2012-02-21,13,0.432975,0.467361,0.610803,0.807761,0.385156,0.796031
2012-02-21,14,0.333379,0.512115,0.539397,0.808252,0.382935,0.769070
2012-02-21,15,0.334921,0.499589,0.541951,0.808153,0.385156,0.737245
2012-02-21,16,0.325428,0.499271,0.544223,0.808397,0.385156,0.743671
2012-02-21,17,0.326830,0.525464,0.601944,0.808334,0.386224,0.725029
2012-02-21,18,0.361828,0.563632,0.645411,0.809324,0.385156,0.684612
2012-02-21,19,0.367028,0.567691,0.663625,0.809391,0.388446,0.725894
2012-02-21,20,0.393247,0.562606,0.630174,0.809568,0.389514,0.761349
2012-02-21,21,0.394599,0.559970,0.629863,0.809012,0.410347,0.787914
2012-02-21,22,0.273442,0.527880,0.565955,0.809522,0.410347,0.807973
2012-02-21,23,0.200160,0.459124,0.494395,0.809074,0.345006,0.815781
2012-02-21,24,0.173994,0.406254,0.402637,0.808796,0.376384,0.795634
2012-02-22,1,0.163935,0.374628,0.397722,0.808919,0.363226,0.719614
2012-02-22,2,0.171580,0.335380,0.330866,0.808801,0.363226,0.683968
2012-02-22,3,0.174994,0.319601,0.313603,0.808432,0.362158,0.735408
2012-02-22,4,0.164936,0.338050,0.294136,0.808309,0.358868,0.763454
2012-02-22,5,0.164234,0.354962,0.340529,0.808551,0.362158,0.786148
2012-02-22,6,0.169743,0.377877,0.354494,0.808512,0.360021,0.801967
2012-02-22,7,0.277278,0.406167,0.453274,0.808791,0.366684,0.832478
2012-02-22,8,0.290307,0.432176,0.539125,0.808305,0.390779,0.807326
2012-02-22,9,0.254703,0.410323,0.619545,0.808912,0.336375,0.745209
2012-02-22,10,0.226101,0.411960,0.614683,0.808346,0.335306,0.642267
2012-02-22,11,0.241071,0.420398,0.607857,0.808910,0.401795,0.595131
2012-02-22,12,0.248149,0.433520,0.591834,0.808546,0.404455,0.576840
2012-02-22,13,0.245100,0.441297,0.603175,0.871339,0.402234,0.517754
2012-02-22,14,0.284463,0.471438,0.556309,0.808914,0.346714,0.409896
2012-02-22,15,0.355975,0.487837,0.537487,0.808789,0.341255,0.322061
2012-02-22,16,0.359744,0.501577,0.534438,0.808718,0.334345,0.286151
2012-02-22,17,0.261004,0.515939,0.604597,0.809011,0.371056,0.248821
2012-02-22,18,0.284845,0.538287,0.665147,0.808842,0.427975,0.300157
2012-02-22,19,0.310158,0.545170,0.680628,0.808689,0.376075,0.361083
2012-02-22,20,0.326595,0.550648,0.662755,0.871628,0.376075,0.399001
2012-02-22,21,0.319554,0.557569,0.661068,0.809130,0.364351,0.359396
2012-02-22,22,0.257110,0.523957,0.582572,0.808882,0.422099,0.340859
2012-02-22,23,0.243925,0.497598,0.488700,0.871745,0.391032,0.297123
2012-02-22,24,0.274060,0.419713,0.427564,0.809199,0.344249,0.258446
2012-02-23,1,0.209207,0.362595,0.411549,0.809199,0.334015,0.218556
2012-02-23,2,0.204959,0.338102,0.361619,0.871455,0.331091,0.220370
2012-02-23,3,0.204396,0.326266,0.320215,0.809082,0.324596,0.219923
2012-02-23,4,0.206003,0.344206,0.303224,0.809687,0.326733,0.211357
2012-02-23,5,0.205528,0.360948,0.353591,0.809201,0.330022,0.220997
2012-02-23,6,0.221714,0.377497,0.391093,0.809322,0.330022,0.205246
2012-02-23,7,0.396900,0.409353,0.479662,0.809372,0.356338,0.217199
2012-02-23,8,0.411037,0.427812,0.537611,0.809687,0.376075,0.236753
2012-02-23,9,0.394752,0.432672,0.626021,0.809732,0.386309,0.235990
2012-02-23,10,0.344307,0.434680,0.650401,0.809611,0.380433,0.237242
2012-02-23,11,0.330437,0.445868,0.626739,0.809250,0.380433,0.200145
2012-02-23,12,0.360847,0.448698,0.608110,0.809101,0.394322,0.116099
2012-02-23,13,0.326497,0.442343,0.632251,0.808933,0.378512,0.196374
2012-02-23,14,0.355336,0.456566,0.578184,0.809222,0.429044,0.266853
2012-02-23,15,0.262892,0.476091,0.578404,0.808907,0.380433,0.267214
2012-02-23,16,0.251058,0.487836,0.597983,0.808859,0.395390,0.189840
2012-02-23,17,0.286340,0.527597,0.557192,0.809153,0.388446,0.030580
2012-02-23,18,0.338102,0.543708,0.648239,0.809030,0.431181,0.166124
2012-02-23,19,0.412158,0.566772,0.653718,0.809153,0.407244,0.176783
2012-02-23,20,0.358470,0.559941,0.675331,0.809025,0.412564,0.188771
2012-02-23,21,0.342830,0.546321,0.684993,0.809349,0.413632,0.224154
2012-02-23,22,0.300575,0.517305,0.607888,0.808767,0.413632,0.258930
2012-02-23,23,0.232142,0.444678,0.505153,0.808669,0.413632,0.282150
2012-02-23,24,0.218723,0.381772,0.456823,0.809148,0.400474,0.317685
2012-02-24,1,0.175284,0.358860,0.418150,0.809075,0.379669,0.362499
2012-02-24,2,0.159505,0.341978,0.387296,0.808596,0.376379,0.425679
2012-02-24,3,0.159739,0.337041,0.342313,0.808957,0.376379,0.482826
2012-02-24,4,0.159505,0.348541,0.360840,0.808752,0.377971,0.488041
2012-02-24,5,0.159505,0.375620,0.368120,0.808835,0.376379,0.477786
2012-02-24,6,0.160441,0.397692,0.400623,0.809025,0.375311,0.505464
2012-02-24,7,0.301650,0.424466,0.513829,0.808709,0.395048,0.490748
2012-02-24,8,0.375863,0.462687,0.595416,0.808340,0.414155,0.521703
2012-02-24,9,0.376988,0.460335,0.648810,0.807669,0.415223,0.490736
2012-02-24,10,0.399328,0.473010,0.664414,0.808206,0.415223,0.482392
2012-02-24,11,0.304180,0.466030,0.644822,0.807722,0.414155,0.609721
2012-02-24,12,0.402463,0.472114,0.642740,0.807674,0.414155,0.646013
2012-02-24,13,0.501650,0.474407,0.630480,0.808034,0.408206,0.653033
2012-02-24,14,0.498146,0.473356,0.594180,0.808404,0.411934,0.682075
2012-02-24,15,0.441362,0.484553,0.547171,0.808277,0.412564,0.672422
2012-02-24,16,0.376262,0.492269,0.576387,0.808963,0.415223,0.722502
2012-02-24,17,0.362134,0.504360,0.618719,0.809455,0.409274,0.800985
2012-02-24,18,0.382256,0.512632,0.694022,0.809144,0.411934,0.831391
